Air_Quality_DataFrom Date,To Date,PM2.5,BP,RH,WD,WS,CO,NO2,Ozone,SO2,TEMPARATURE
23-10-2019 00:00,24-10-2019 00:00,176.73,984.26,59.75,232.41,0.38,2.31,134.31,33.41,15.49,24.5
24-10-2019 00:00,25-10-2019 00:00,229.76,984.27,62.0,131.0,0.38,2.42,119.29,7.11,25.58,24.7
25-10-2019 00:00,26-10-2019 00:00,148.78,984.27,59.14,99.85,0.6,2.1,94.08,27.78,21.62,24.5
26-10-2019 00:00,27-10-2019 00:00,194.63,984.27,65.47,156.24,0.32,2.33,120.54,12.08,15.28,24.3
27-10-2019 00:00,28-10-2019 00:00,231.82,984.29,65.23,264.72,0.44,2.26,120.22,10.46,15.2,24.5
28-10-2019 00:00,29-10-2019 00:00,345.26,984.3,65.84,242.36,0.3,3.21,128.14,8.67,22.94,24.3
29-10-2019 00:00,30-10-2019 00:00,410.07,984.29,71.87,226.32,0.3,3.94,139.99,9.34,16.37,23.9
30-10-2019 00:00,31-10-2019 00:00,372.59,984.39,68.72,268.59,0.31,3.9,136.07,7.9,21.53,24.9
31-10-2019 00:00,01-11-2019 00:00,409.59,984.28,69.95,245.85,0.3,4.29,138.86,12.94,16.63,24.3
01-11-2019 00:00,02-11-2019 00:00,454.58,985.38,65.56,217.84,0.3,3.85,147.93,23.21,23.67,24.8
02-11-2019 00:00,03-11-2019 00:00,379.18,985.03,67.03,259.72,0.41,3.58,106.13,13.51,18.79,23.9
03-11-2019 00:00,04-11-2019 00:00,592.28,986.57,73.04,276.14,0.34,3.12,101.07,11.89,17.88,22.8
04-11-2019 00:00,05-11-2019 00:00,381.55,980.17,63.32,288.26,0.6,1.0,86.64,14.12,12.87,23.4
05-11-2019 00:00,06-11-2019 00:00,240.27,986.55,60.08,282.21,0.43,1.25,96.43,16.15,15.31,23.3
06-11-2019 00:00,07-11-2019 00:00,121.78,975.27,57.52,186.22,0.5,1.76,106.71,18.29,6.23,23.6
07-11-2019 00:00,08-11-2019 00:00,213.71,959.78,69.0,137.04,0.7,2.49,103.06,15.44,15.74,21.0
08-11-2019 00:00,09-11-2019 00:00,205.24,935.58,67.03,199.38,0.33,1.22,122.17,18.75,20.07,22.2
09-11-2019 00:00,10-11-2019 00:00,142.95,934.99,58.99,279.4,0.49,2.01,106.26,14.37,17.3,22.1
10-11-2019 00:00,11-11-2019 00:00,235.84,943.01,54.34,256.77,0.38,2.49,130.35,18.0,22.75,21.2
11-11-2019 00:00,12-11-2019 00:00,334.23,969.17,54.45,241.34,0.38,2.24,129.26,14.48,15.2,20.8
12-11-2019 00:00,13-11-2019 00:00,450.64,986.99,60.42,224.17,0.34,3.07,138.67,12.03,14.28,20.0
13-11-2019 00:00,14-11-2019 00:00,406.57,986.98,65.21,218.72,0.31,3.71,126.8,11.41,11.9,20.8
14-11-2019 00:00,15-11-2019 00:00,426.58,986.96,71.46,183.64,0.33,4.28,127.3,17.5,17.04,20.9
15-11-2019 00:00,16-11-2019 00:00,386.04,986.98,67.87,266.2,0.32,2.9,105.12,11.2,6.78,21.3
16-11-2019 00:00,17-11-2019 00:00,162.46,972.71,61.51,284.59,0.72,1.12,65.5,9.7,4.05,21.8
17-11-2019 00:00,18-11-2019 00:00,98.15,972.71,59.21,292.62,1.26,1.66,58.12,10.04,4.64,21.1
18-11-2019 00:00,19-11-2019 00:00,126.42,972.71,66.47,281.47,0.54,2.25,93.7,24.28,5.37,19.6
19-11-2019 00:00,20-11-2019 00:00,186.38,992.13,64.06,279.1,0.37,1.55,90.46,35.1,4.89,19.7
20-11-2019 00:00,21-11-2019 00:00,228.11,989.0,57.09,223.54,0.3,2.54,147.18,50.66,16.22,19.8
21-11-2019 00:00,22-11-2019 00:00,282.17,993.07,65.64,181.0,0.33,3.31,111.32,55.83,14.96,19.8
22-11-2019 00:00,23-11-2019 00:00,264.22,989.39,65.12,245.66,0.33,2.85,85.8,35.93,12.39,21.0
23-11-2019 00:00,24-11-2019 00:00,139.43,986.96,62.31,280.94,0.3,2.43,99.61,26.57,9.75,20.6
24-11-2019 00:00,25-11-2019 00:00,95.97,987.09,57.94,287.07,0.3,1.83,85.82,29.94,9.49,20.6
25-11-2019 00:00,26-11-2019 00:00,119.79,988.22,61.35,188.77,0.3,1.82,77.83,33.73,13.91,20.9
26-11-2019 00:00,27-11-2019 00:00,113.61,990.45,57.23,176.45,0.3,1.52,83.27,40.12,13.66,22.1
27-11-2019 00:00,28-11-2019 00:00,110.42,987.73,68.24,139.69,0.49,1.33,68.28,43.88,5.9,20.6
28-11-2019 00:00,29-11-2019 00:00,35.51,987.25,76.09,107.24,1.58,1.18,49.87,45.65,4.12,19.1
29-11-2019 00:00,30-11-2019 00:00,56.76,986.98,76.2,208.74,0.37,1.62,63.57,37.29,6.46,18.4
30-11-2019 00:00,01-12-2019 00:00,112.83,986.98,70.89,262.82,0.49,2.39,101.94,30.25,6.11,16.8
01-12-2019 00:00,02-12-2019 00:00,135.41,986.95,69.79,258.83,0.49,2.01,105.15,30.7,10.3,16.5
02-12-2019 00:00,03-12-2019 00:00,159.04,986.94,69.13,250.19,0.48,2.29,101.57,36.82,4.65,15.8
03-12-2019 00:00,04-12-2019 00:00,167.5,986.94,66.5,248.84,0.45,3.33,108.48,41.54,9.72,16.0
04-12-2019 00:00,05-12-2019 00:00,207.24,986.94,66.6,219.65,0.3,3.23,117.31,42.75,5.71,16.2
05-12-2019 00:00,06-12-2019 00:00,319.18,986.95,72.88,185.71,0.3,3.99,124.9,55.78,6.5,16.0
06-12-2019 00:00,07-12-2019 00:00,252.98,986.94,77.83,236.41,0.31,2.69,102.31,38.21,7.53,16.3
07-12-2019 00:00,08-12-2019 00:00,304.81,986.92,82.81,245.92,0.31,3.54,103.39,49.03,11.96,16.3
08-12-2019 00:00,09-12-2019 00:00,296.16,986.92,75.74,260.08,0.32,4.15,127.06,43.55,6.34,16.4
09-12-2019 00:00,10-12-2019 00:00,242.47,986.92,72.82,261.79,0.32,2.85,115.66,42.6,9.44,16.0
10-12-2019 00:00,11-12-2019 00:00,290.48,986.94,71.87,260.9,0.31,3.1,124.48,44.17,9.62,15.4
11-12-2019 00:00,12-12-2019 00:00,332.05,986.94,66.6,144.81,0.51,3.18,134.8,73.44,12.4,16.2
12-12-2019 00:00,13-12-2019 00:00,297.85,986.94,73.53,102.67,1.74,2.1,137.24,62.37,10.18,16.9
13-12-2019 00:00,14-12-2019 00:00,101.75,986.87,84.99,143.63,1.74,1.24,147.51,62.77,8.78,15.5
14-12-2019 00:00,15-12-2019 00:00,89.0,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,14.6
15-12-2019 00:00,16-12-2019 00:00,93.11,987.0,73.96,266.2,0.73,1.52,244.89,66.68,4.8,13.6
16-12-2019 00:00,17-12-2019 00:00,96.98,986.94,85.87,267.87,1.0,1.77,150.16,64.33,8.69,11.2
17-12-2019 00:00,18-12-2019 00:00,108.3,986.9,82.99,261.49,0.78,1.84,111.49,60.42,6.98,11.0
18-12-2019 00:00,19-12-2019 00:00,178.75,986.9,77.86,227.24,0.58,1.86,158.29,57.75,2.52,11.4
19-12-2019 00:00,20-12-2019 00:00,326.1,986.9,89.3,124.46,0.74,2.67,147.79,53.97,11.01,10.3
20-12-2019 00:00,21-12-2019 00:00,505.8,986.9,83.38,224.91,0.34,3.45,242.09,58.15,9.13,11.1
21-12-2019 00:00,22-12-2019 00:00,314.12,986.9,83.29,259.09,0.53,1.65,181.02,64.82,4.35,12.4
22-12-2019 00:00,23-12-2019 00:00,160.89,986.9,86.31,266.51,0.9,2.22,120.25,65.4,5.39,10.8
23-12-2019 00:00,24-12-2019 00:00,197.63,986.9,83.97,236.34,0.62,2.07,124.49,65.67,6.88,9.7
24-12-2019 00:00,25-12-2019 00:00,328.19,986.9,83.35,198.08,0.52,2.68,302.5,65.68,10.88,10.3
25-12-2019 00:00,26-12-2019 00:00,188.19,986.9,84.81,269.95,0.85,1.54,157.52,68.16,3.86,8.5
26-12-2019 00:00,27-12-2019 00:00,217.05,986.9,81.06,259.15,0.52,1.24,201.49,68.68,6.21,8.4
27-12-2019 00:00,28-12-2019 00:00,292.34,986.9,79.79,214.34,0.36,2.06,245.74,67.32,9.06,8.5
28-12-2019 00:00,29-12-2019 00:00,336.75,986.9,88.05,200.29,0.4,2.39,325.77,65.85,12.2,7.0
29-12-2019 00:00,30-12-2019 00:00,359.65,986.9,82.52,180.48,0.36,2.87,215.64,65.14,11.84,8.7
30-12-2019 00:00,31-12-2019 00:00,369.66,986.9,94.21,147.02,0.94,2.75,59.53,68.05,8.6,6.5
31-12-2019 00:00,01-01-2020 00:00,295.49,986.9,80.94,119.87,1.26,2.62,45.47,64.05,12.5,8.4
01-01-2020 00:00,02-01-2020 00:00,367.38,986.9,79.31,124.07,0.84,3.65,54.76,60.06,10.76,11.1
02-01-2020 00:00,03-01-2020 00:00,360.34,982.02,76.68,166.35,0.61,4.13,61.22,63.83,21.3,13.9
03-01-2020 00:00,04-01-2020 00:00,394.86,895.52,75.91,125.35,0.92,2.93,46.96,65.94,22.12,15.3
04-01-2020 00:00,05-01-2020 00:00,204.94,927.65,64.12,254.21,0.68,0.92,90.79,63.17,4.96,14.3
05-01-2020 00:00,06-01-2020 00:00,186.4,919.54,69.85,233.76,0.78,1.96,69.24,62.89,11.1,14.2
06-01-2020 00:00,07-01-2020 00:00,171.8,945.84,73.29,211.32,0.46,2.34,62.39,66.44,17.4,14.4
07-01-2020 00:00,08-01-2020 00:00,143.41,959.14,80.31,87.16,1.45,1.69,41.79,63.24,16.19,15.2
08-01-2020 00:00,09-01-2020 00:00,144.91,979.99,91.4,152.14,0.74,1.82,37.43,62.42,11.75,13.0
09-01-2020 00:00,10-01-2020 00:00,115.28,965.42,80.22,267.0,1.24,2.11,44.79,64.16,7.95,10.9
10-01-2020 00:00,11-01-2020 00:00,148.54,951.73,79.83,264.77,1.03,2.21,53.81,64.27,10.49,10.7
11-01-2020 00:00,12-01-2020 00:00,164.77,983.59,70.2,250.82,0.64,2.66,70.69,64.01,12.09,12.1
12-01-2020 00:00,13-01-2020 00:00,260.68,986.9,73.32,233.1,0.47,3.83,73.67,64.42,11.6,13.8
13-01-2020 00:00,14-01-2020 00:00,259.22,986.94,77.62,121.87,1.32,2.68,54.47,59.43,3.86,15.0
14-01-2020 00:00,15-01-2020 00:00,143.28,986.9,83.14,252.7,0.79,1.95,38.74,61.36,7.66,13.3
15-01-2020 00:00,16-01-2020 00:00,118.38,986.9,79.69,247.83,0.57,1.27,46.55,60.22,8.78,13.2
16-01-2020 00:00,17-01-2020 00:00,164.31,986.9,84.91,230.62,0.44,1.89,37.45,62.72,9.3,12.2
17-01-2020 00:00,18-01-2020 00:00,107.94,987.67,88.3,250.77,0.64,1.54,38.99,64.82,6.29,13.0
18-01-2020 00:00,19-01-2020 00:00,173.46,949.98,81.78,243.1,0.53,2.11,72.29,33.18,4.43,12.5
19-01-2020 00:00,20-01-2020 00:00,153.73,919.94,82.13,259.07,1.17,1.69,54.86,12.15,3.92,10.5
20-01-2020 00:00,21-01-2020 00:00,181.78,918.59,84.54,245.99,0.69,5.1,63.04,12.09,7.51,11.0
21-01-2020 00:00,22-01-2020 00:00,243.19,891.05,83.62,121.55,0.89,1.54,61.38,11.9,4.17,13.6
22-01-2020 00:00,23-01-2020 00:00,237.3,902.84,84.75,242.19,0.9,1.87,58.79,12.04,4.43,11.6
23-01-2020 00:00,24-01-2020 00:00,75.68,901.7,65.3,264.62,2.16,2.18,51.28,12.24,4.95,13.1
24-01-2020 00:00,25-01-2020 00:00,90.76,923.57,54.98,250.38,1.79,4.2,81.66,13.6,12.49,13.0
25-01-2020 00:00,26-01-2020 00:00,157.4,923.17,59.75,239.84,0.67,2.91,91.07,13.52,9.24,13.4
26-01-2020 00:00,27-01-2020 00:00,292.98,923.7,75.04,223.76,0.62,2.28,85.09,18.26,10.34,14.2
27-01-2020 00:00,28-01-2020 00:00,243.76,924.97,72.54,140.17,0.88,4.0,91.98,19.82,11.27,15.7
28-01-2020 00:00,29-01-2020 00:00,105.54,922.91,78.41,109.23,1.91,2.4,52.73,21.37,11.61,15.8
29-01-2020 00:00,30-01-2020 00:00,83.0,922.54,73.95,237.78,0.59,3.35,56.09,18.37,5.79,14.8
30-01-2020 00:00,31-01-2020 00:00,82.72,920.53,72.83,267.06,1.25,2.58,55.98,22.0,8.24,14.0
31-01-2020 00:00,01-02-2020 00:00,91.51,920.07,71.04,244.58,0.92,2.26,71.52,20.73,7.47,12.4
01-02-2020 00:00,02-02-2020 00:00,129.92,921.96,82.45,210.74,0.46,2.13,67.66,20.26,8.24,13.0
02-02-2020 00:00,03-02-2020 00:00,123.57,923.33,75.69,262.34,0.97,1.39,78.81,23.64,7.29,12.0
03-02-2020 00:00,04-02-2020 00:00,154.76,922.9,68.4,220.09,0.57,3.13,90.55,24.4,10.3,13.6
04-02-2020 00:00,05-02-2020 00:00,207.44,920.93,66.81,151.9,0.89,1.25,79.68,51.02,13.59,14.6
05-02-2020 00:00,06-02-2020 00:00,134.67,972.97,61.94,260.98,1.13,3.13,82.08,25.93,12.28,14.3
06-02-2020 00:00,07-02-2020 00:00,132.27,989.01,69.13,218.12,0.63,2.08,77.69,24.84,8.9,12.9
07-02-2020 00:00,08-02-2020 00:00,163.43,982.07,71.32,213.1,0.62,2.29,90.87,44.35,12.21,13.1
08-02-2020 00:00,09-02-2020 00:00,145.22,987.67,68.37,262.61,0.93,2.2,74.63,29.26,3.13,13.6
09-02-2020 00:00,10-02-2020 00:00,149.97,984.86,67.56,248.63,0.55,2.47,90.57,27.02,11.55,14.2
10-02-2020 00:00,11-02-2020 00:00,177.03,985.71,70.63,233.12,0.68,2.39,59.12,26.92,7.82,13.4
11-02-2020 00:00,12-02-2020 00:00,183.51,966.25,71.68,222.83,0.54,2.23,103.47,25.79,8.08,14.9
12-02-2020 00:00,13-02-2020 00:00,173.85,975.09,67.97,249.45,1.38,2.26,87.96,25.62,7.89,16.1
13-02-2020 00:00,14-02-2020 00:00,100.4,967.24,59.93,258.68,1.99,2.09,71.11,29.87,9.57,18.7
14-02-2020 00:00,15-02-2020 00:00,85.3,955.65,65.28,265.64,2.8,1.56,53.22,37.11,6.45,18.5
15-02-2020 00:00,16-02-2020 00:00,85.38,939.29,48.85,258.22,2.02,1.32,88.72,40.28,5.9,17.4
16-02-2020 00:00,17-02-2020 00:00,137.73,946.21,61.88,244.67,0.74,1.81,90.91,29.86,4.0,17.8
17-02-2020 00:00,18-02-2020 00:00,193.53,952.03,64.55,244.76,1.05,2.41,100.12,23.55,2.52,17.4
18-02-2020 00:00,19-02-2020 00:00,131.36,942.74,54.49,242.57,1.23,2.92,110.77,26.01,9.75,17.8
19-02-2020 00:00,20-02-2020 00:00,145.83,970.8,64.0,109.85,1.99,2.51,74.84,33.52,8.54,18.9
20-02-2020 00:00,21-02-2020 00:00,103.22,996.7,60.83,87.06,3.35,1.48,36.7,15.08,7.78,20.7
21-02-2020 00:00,22-02-2020 00:00,54.62,998.12,78.34,132.49,2.13,1.02,38.19,14.96,7.08,17.2
22-02-2020 00:00,23-02-2020 00:00,74.57,980.6,73.27,152.3,0.81,2.54,45.92,14.92,12.24,17.9
23-02-2020 00:00,24-02-2020 00:00,111.16,983.71,70.57,192.65,0.51,1.8,50.27,13.51,4.38,20.0
24-02-2020 00:00,25-02-2020 00:00,59.46,967.91,65.51,225.61,0.67,2.06,49.38,13.54,7.71,19.7
25-02-2020 00:00,26-02-2020 00:00,97.21,959.38,63.08,255.81,0.84,2.82,59.45,13.6,7.67,19.4
26-02-2020 00:00,27-02-2020 00:00,125.26,951.61,70.28,178.01,0.63,2.62,71.83,14.0,8.31,20.3
27-02-2020 00:00,28-02-2020 00:00,93.84,967.68,73.51,92.92,1.17,2.03,65.17,14.56,2.47,20.7
28-02-2020 00:00,29-02-2020 00:00,72.34,975.83,71.13,81.07,2.66,1.95,42.88,19.31,4.87,21.3
29-02-2020 00:00,01-03-2020 00:00,53.06,976.71,74.08,92.39,2.38,1.61,44.18,34.34,10.91,20.2
01-03-2020 00:00,02-03-2020 00:00,62.81,954.73,67.8,127.39,0.97,2.18,75.65,41.89,15.54,20.5
02-03-2020 00:00,03-03-2020 00:00,128.47,958.72,73.97,163.85,0.41,2.51,72.44,33.35,11.86,21.4
03-03-2020 00:00,04-03-2020 00:00,101.83,979.87,65.11,206.02,0.57,3.31,79.48,21.38,8.12,21.8
04-03-2020 00:00,05-03-2020 00:00,83.62,989.6,64.98,105.47,1.55,1.97,63.9,48.88,14.2,21.1
05-03-2020 00:00,06-03-2020 00:00,32.82,977.05,66.49,104.66,3.15,1.99,46.49,33.34,8.23,19.5
06-03-2020 00:00,07-03-2020 00:00,19.55,990.1,80.97,101.38,2.81,1.81,41.39,29.62,6.17,16.0
07-03-2020 00:00,08-03-2020 00:00,44.44,988.78,77.52,101.85,1.64,1.63,51.22,22.92,7.91,17.2
08-03-2020 00:00,09-03-2020 00:00,101.52,978.36,73.65,232.08,0.57,2.38,56.83,20.01,11.25,18.3
09-03-2020 00:00,10-03-2020 00:00,66.42,981.69,62.78,265.35,1.47,2.12,51.4,21.94,8.23,18.6
10-03-2020 00:00,11-03-2020 00:00,170.09,972.71,78.41,238.74,0.3,1.99,47.14,16.47,4.12,19.3
11-03-2020 00:00,12-03-2020 00:00,51.98,998.03,62.14,93.18,3.5,1.6,33.05,36.5,9.28,21.2
12-03-2020 00:00,13-03-2020 00:00,71.2,976.71,65.26,133.38,1.39,1.98,43.54,25.31,12.05,21.6
13-03-2020 00:00,14-03-2020 00:00,58.92,976.39,57.37,153.0,1.06,1.49,50.24,28.66,7.55,21.2
14-03-2020 00:00,15-03-2020 00:00,45.72,984.35,79.22,131.0,1.34,2.1,42.35,28.04,8.91,18.6
15-03-2020 00:00,16-03-2020 00:00,62.7,953.34,72.33,187.86,0.54,2.12,49.44,33.58,9.01,18.6
16-03-2020 00:00,17-03-2020 00:00,65.0,952.66,62.54,266.61,0.73,1.79,66.57,28.04,7.25,20.0
17-03-2020 00:00,18-03-2020 00:00,71.67,978.1,64.71,256.95,0.89,2.04,65.45,23.54,8.12,21.1
18-03-2020 00:00,19-03-2020 00:00,71.28,978.86,66.42,234.27,0.87,2.25,70.38,22.51,3.86,22.3
19-03-2020 00:00,20-03-2020 00:00,110.73,987.05,66.88,219.13,0.58,2.21,68.52,17.42,9.24,23.4
20-03-2020 00:00,21-03-2020 00:00,116.0,997.37,61.89,122.42,1.07,1.78,54.72,40.07,29.63,24.1
21-03-2020 00:00,22-03-2020 00:00,95.03,978.75,55.4,238.98,1.0,2.23,74.15,26.44,12.81,24.7
22-03-2020 00:00,23-03-2020 00:00,84.56,953.6,60.08,193.74,0.74,2.04,40.42,69.38,14.6,24.4
23-03-2020 00:00,24-03-2020 00:00,61.85,948.49,58.6,170.93,0.47,1.5,34.62,54.08,15.57,24.8
24-03-2020 00:00,25-03-2020 00:00,100.43,951.77,59.64,107.35,0.92,2.07,33.66,51.15,17.56,24.1
25-03-2020 00:00,26-03-2020 00:00,42.57,957.31,53.04,240.62,1.03,1.24,20.65,45.52,12.86,24.4
26-03-2020 00:00,27-03-2020 00:00,44.33,970.43,64.49,259.8,1.53,1.42,17.33,37.68,8.2,23.7
27-03-2020 00:00,28-03-2020 00:00,25.74,981.48,71.89,173.36,1.62,1.32,14.68,35.12,10.7,21.1
28-03-2020 00:00,29-03-2020 00:00,22.74,969.07,68.92,252.71,1.23,1.15,15.53,36.87,8.14,22.1
29-03-2020 00:00,30-03-2020 00:00,28.59,965.29,59.52,269.72,2.04,1.19,15.34,54.37,7.53,23.5
30-03-2020 00:00,31-03-2020 00:00,31.82,960.12,56.8,267.59,1.59,1.41,18.57,67.43,8.29,23.4
31-03-2020 00:00,01-04-2020 00:00,35.14,953.91,55.73,256.66,1.22,0.79,16.81,71.51,9.95,24.0
01-04-2020 00:00,02-04-2020 00:00,36.73,965.73,56.45,231.19,0.97,1.39,17.67,56.83,11.1,24.4
02-04-2020 00:00,03-04-2020 00:00,30.54,968.18,54.47,263.3,1.81,1.31,14.93,68.23,9.21,24.5
03-04-2020 00:00,04-04-2020 00:00,30.56,958.57,46.96,266.54,1.52,1.32,24.45,81.23,7.75,23.6
04-04-2020 00:00,05-04-2020 00:00,97.85,979.36,46.71,251.27,1.45,1.2,25.14,79.26,9.15,24.5
05-04-2020 00:00,06-04-2020 00:00,97.85,974.15,52.36,172.94,0.69,1.39,23.41,78.29,12.89,25.9
06-04-2020 00:00,07-04-2020 00:00,97.85,942.43,51.68,217.66,0.74,1.87,75.735,58.79,15.54,28.2
07-04-2020 00:00,08-04-2020 00:00,97.85,976.27,53.28,261.17,1.27,1.09,75.735,58.59,15.54,26.6
08-04-2020 00:00,09-04-2020 00:00,97.85,965.2,49.29,256.35,1.26,0.47,75.735,63.79,15.54,26.5
09-04-2020 00:00,10-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,25.6
10-04-2020 00:00,11-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,27.9
11-04-2020 00:00,12-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,29.4
12-04-2020 00:00,13-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,29.2
13-04-2020 00:00,14-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.3
14-04-2020 00:00,15-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,31.6
15-04-2020 00:00,16-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,32.4
16-04-2020 00:00,17-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.8
17-04-2020 00:00,18-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,31.1
18-04-2020 00:00,19-04-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,29.3
19-04-2020 00:00,20-04-2020 00:00,48.33,996.67,48.4,183.37,0.44,0.84,33.82,50.6,12.54,27.7
20-04-2020 00:00,21-04-2020 00:00,66.17,995.7,55.07,190.42,0.65,4.28,24.31,58.97,19.18,27.1
21-04-2020 00:00,22-04-2020 00:00,53.95,996.74,53.2,234.87,0.81,2.08,17.31,50.88,12.58,27.5
22-04-2020 00:00,23-04-2020 00:00,68.05,969.58,46.8,207.25,0.62,1.17,30.36,78.25,27.88,29.1
23-04-2020 00:00,24-04-2020 00:00,55.74,991.93,45.8,189.99,0.74,1.46,26.22,76.26,18.93,29.2
24-04-2020 00:00,25-04-2020 00:00,63.3,976.98,49.9,127.84,0.68,1.28,24.24,84.5,18.83,29.6
25-04-2020 00:00,26-04-2020 00:00,33.52,958.81,45.62,155.77,0.71,1.97,16.53,99.99,11.27,30.6
26-04-2020 00:00,27-04-2020 00:00,46.69,988.31,61.38,86.6,1.25,1.97,12.38,84.26,13.77,25.2
27-04-2020 00:00,28-04-2020 00:00,28.59,988.72,65.38,75.56,2.21,4.8,11.11,75.62,10.47,26.2
28-04-2020 00:00,29-04-2020 00:00,46.21,986.18,58.98,92.51,1.33,1.44,10.05,74.34,11.68,28.6
29-04-2020 00:00,30-04-2020 00:00,56.04,960.29,50.08,145.67,1.07,1.47,75.735,102.45,15.54,30.4
30-04-2020 00:00,01-05-2020 00:00,37.56,984.05,63.63,88.31,0.73,1.89,75.735,72.45,15.54,31.5
01-05-2020 00:00,02-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,31.6
02-05-2020 00:00,03-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.4
03-05-2020 00:00,04-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,28.0
04-05-2020 00:00,05-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,28.0
05-05-2020 00:00,06-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.8
06-05-2020 00:00,07-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,29.7
07-05-2020 00:00,08-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.2
08-05-2020 00:00,09-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,32.2
09-05-2020 00:00,10-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,33.2
10-05-2020 00:00,11-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,28.5
11-05-2020 00:00,12-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,28.9
12-05-2020 00:00,13-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,31.2
13-05-2020 00:00,14-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.5
14-05-2020 00:00,15-05-2020 00:00,97.85,972.71,59.4,109.6,0.73,1.97,75.735,26.32,15.54,30.6
15-05-2020 00:00,16-05-2020 00:00,73.93,919.74,42.7,263.81,0.67,3.41,23.67,68.15,22.53,32.1
16-05-2020 00:00,17-05-2020 00:00,78.74,927.42,43.84,259.18,0.93,2.64,20.24,96.76,16.09,32.5
17-05-2020 00:00,18-05-2020 00:00,96.86,940.76,41.79,232.68,0.58,2.94,28.44,105.36,28.76,32.4
18-05-2020 00:00,19-05-2020 00:00,86.91,942.58,42.02,238.21,0.72,1.57,41.51,80.56,15.75,32.8
19-05-2020 00:00,20-05-2020 00:00,112.59,936.55,39.39,192.64,0.52,1.6,51.06,81.73,23.61,33.6
20-05-2020 00:00,21-05-2020 00:00,61.02,938.22,35.88,259.16,1.1,2.61,33.84,110.19,13.93,33.1
21-05-2020 00:00,22-05-2020 00:00,61.76,914.04,40.33,264.41,1.11,4.2,22.22,145.74,15.34,34.8
22-05-2020 00:00,23-05-2020 00:00,128.9,956.31,42.57,173.39,0.3,5.07,115.29,30.48,17.66,35.6
23-05-2020 00:00,24-05-2020 00:00,105.44,971.44,36.77,215.23,0.68,2.8,51.96,88.86,11.81,37.1
24-05-2020 00:00,25-05-2020 00:00,92.26,971.32,36.49,247.76,1.08,1.46,29.58,109.97,17.19,38.2
25-05-2020 00:00,26-05-2020 00:00,69.08,971.43,35.18,255.1,1.15,1.1,33.14,111.85,21.03,37.1
26-05-2020 00:00,27-05-2020 00:00,67.48,971.21,35.4,231.86,1.17,2.98,44.17,85.79,11.53,38.0
27-05-2020 00:00,28-05-2020 00:00,61.12,971.33,36.06,163.54,0.95,0.73,24.44,135.88,13.51,37.9
28-05-2020 00:00,29-05-2020 00:00,57.17,971.98,51.05,95.95,2.67,1.36,12.43,120.28,7.86,33.5
29-05-2020 00:00,30-05-2020 00:00,40.99,973.33,59.86,99.38,2.49,1.86,16.57,96.73,10.43,29.1
30-05-2020 00:00,31-05-2020 00:00,30.17,973.35,60.49,108.07,1.72,3.97,14.21,96.39,9.38,28.6
31-05-2020 00:00,01-06-2020 00:00,28.75,973.59,70.92,128.16,1.29,3.14,16.89,82.72,11.88,25.8
01-06-2020 00:00,02-06-2020 00:00,52.74,972.99,64.01,145.2,0.47,1.33,19.98,103.57,17.55,28.7
02-06-2020 00:00,03-06-2020 00:00,61.58,972.64,57.34,172.97,0.56,1.14,20.92,106.1,18.1,31.0
